source,target,year
7130,GM0010,2012
7131,GM0010,2013
7132,GM0010,2014
7133,GM0010,2015
7134,GM0010,2016
7135,GM0010,2017
7136,GM0010,2018
7137,GM0010,2019
7138,GM0010,2020
7139,GM0010,2021
7140,GM0762,2010
7141,GM0762,2011
7142,GM0762,2012
7143,GM0762,2013
7144,GM0762,2014
7145,GM0762,2015
7146,GM0762,2016
7147,GM0762,2017
7148,GM0762,2018
7149,GM0762,2019
7150,GM0762,2020
7151,GM0762,2021
7152,GM0150,2010
7153,GM0150,2011
7154,GM0150,2012
7155,GM0150,2013
7156,GM0150,2014
7157,GM0150,2015
7158,GM0150,2016
7159,GM0150,2017
7160,GM0150,2018
7161,GM0150,2019
7162,GM0150,2020
7163,GM0150,2021
7164,GM0384,2010
7165,GM0384,2011
7166,GM0384,2012
7167,GM0384,2013
7168,GM0384,2014
7169,GM0384,2015
7170,GM0384,2016
7171,GM0384,2017
7172,GM0384,2018
7173,GM0384,2019
7174,GM0384,2020
7175,GM0384,2021
7176,GM1774,2010
7177,GM1774,2011
7178,GM1774,2012
7179,GM1774,2013
7180,GM1774,2014
7181,GM1774,2015
7182,GM1774,2016
7183,GM1774,2017
7184,GM1774,2018
7185,GM1774,2019
7186,GM1774,2020
7187,GM1774,2021
7188,GM0504,2010
7189,GM0504,2011
7190,GM0504,2012
7191,GM0504,2013
7192,GM0504,2014
7193,GM0504,2015
7194,GM0504,2016
7195,GM0504,2017
7196,GM0504,2018
7197,GM0504,2019
7198,GM0504,2020
7199,GM0504,2021
7200,GM0221,2010
7201,GM0221,2011
7202,GM0221,2012
7203,GM0221,2013
7204,GM0221,2014
7205,GM0221,2015
7206,GM0221,2016
7207,GM0221,2017
7208,GM0221,2018
7209,GM0221,2019
7210,GM0221,2020
7211,GM0221,2021
7212,GM0222,2010
7213,GM0222,2011
7214,GM0222,2012
7215,GM0222,2013
7216,GM0222,2014
7217,GM0222,2015
7218,GM0222,2016
7219,GM0222,2017
7220,GM0222,2018
7221,GM0222,2019
7222,GM0222,2020
7223,GM0222,2021
7224,GM0766,2010
7225,GM0766,2011
7226,GM0766,2012
7227,GM0766,2013
7228,GM0766,2014
7229,GM0766,2015
7230,GM0766,2016
7231,GM0766,2017
7232,GM0766,2018
7233,GM0766,2019
7234,GM0766,2020
7235,GM0766,2021
7236,GM0058,2010
7237,GM0058,2011
7238,GM0058,2012
7239,GM0058,2013
7240,GM0058,2014
7241,GM0058,2015
7242,GM0058,2016
7243,GM0058,2017
7244,GM0058,2018
7245,GM0058,2019
7246,GM0058,2020
7247,GM0058,2021
7248,GM0505,2010
7249,GM0505,2011
7250,GM0505,2012
7251,GM0505,2013
7252,GM0505,2014
7253,GM0505,2015
7254,GM0505,2016
7255,GM0505,2017
7256,GM0505,2018
7257,GM0505,2019
7258,GM0505,2020
7259,GM0505,2021
7260,GM0498,2010
7261,GM0498,2011
7262,GM0498,2012
7263,GM0498,2013
7264,GM0498,2014
7265,GM0498,2015
7266,GM0498,2016
7267,GM0498,2017
7268,GM0498,2018
7269,GM0498,2019
7270,GM0498,2020
7271,GM0498,2021
7272,GM1719,2010
7273,GM1719,2011
7274,GM1719,2012
7275,GM1719,2013
7276,GM1719,2014
7277,GM1719,2015
7278,GM1719,2016
7279,GM1719,2017
7280,GM1719,2018
7281,GM1719,2019
7282,GM1719,2020
7283,GM1719,2021
7284,GM0303,2010
7285,GM0303,2011
7286,GM0303,2012
7287,GM0303,2013
7288,GM0303,2014
7289,GM0303,2015
7290,GM0303,2016
7291,GM0303,2017
7292,GM0303,2018
7293,GM0303,2019
7294,GM0303,2020
7295,GM0303,2021
7296,GM0225,2010
7297,GM0225,2011
7298,GM0225,2012
7299,GM0225,2013
7300,GM0225,2014
7301,GM0225,2015
7302,GM0225,2016
7303,GM0225,2017
7304,GM0225,2018
7305,GM0225,2019
7306,GM0225,2020
7307,GM0225,2021
7308,GM0226,2010
7309,GM0226,2011
7310,GM0226,2012
7311,GM0226,2013
7312,GM0226,2014
7313,GM0226,2015
7314,GM0226,2016
7315,GM0226,2017
7316,GM0226,2018
7317,GM0226,2019
7318,GM0226,2020
7319,GM0226,2021
7320,GM1711,2010
7321,GM1711,2011
7322,GM1711,2012
7323,GM1711,2013
7324,GM1711,2014
7325,GM1711,2015
7326,GM1711,2016
7327,GM1711,2017
7328,GM1711,2018
7329,GM1711,2019
7330,GM1711,2020
7331,GM1711,2021
7332,GM0385,2010
7333,GM0385,2011
7334,GM0385,2012
7335,GM0385,2013
7336,GM0385,2014
7337,GM0385,2015
7338,GM0385,2016
7339,GM0385,2017
7340,GM0385,2018
7341,GM0385,2019
7342,GM0385,2020
7343,GM0385,2021
7344,GM0228,2010
7345,GM0228,2011
7346,GM0228,2012
7347,GM0228,2013
7348,GM0228,2014
7349,GM0228,2015
7350,GM0228,2016
7351,GM0228,2017
7352,GM0228,2018
7353,GM0228,2019
7354,GM0228,2020
7355,GM0228,2021
7356,GM0317,2010
7357,GM0317,2011
7358,GM0317,2012
7359,GM0317,2013
7360,GM0317,2014
7361,GM0317,2015
7362,GM0317,2016
7363,GM0317,2017
7364,GM0317,2018
7365,GM0317,2019
7366,GM0317,2020
7367,GM0317,2021
7368,GM1979,2010
7369,GM1979,2011
7370,GM1979,2012
7371,GM1979,2013
7372,GM1979,2014
7373,GM1979,2015
7374,GM1979,2016
7375,GM1979,2017
7376,GM1979,2018
7377,GM1979,2019
7378,GM1979,2020
7379,GM1979,2021
7380,GM1651,2010
7381,GM1651,2011
7382,GM1651,2012
7383,GM1651,2013
7384,GM1651,2014
7385,GM1651,2015
7386,GM1651,2016
7387,GM1651,2017
7388,GM1651,2018
7389,GM1651,2019
7390,GM1651,2020
7391,GM1651,2021
7392,GM0770,2010
7393,GM0770,2011
7394,GM0770,2012
7395,GM0770,2013
7396,GM0770,2014
7397,GM0770,2015
7398,GM0770,2016
7399,GM0770,2017
7400,GM0770,2018
7401,GM0770,2019
7402,GM0770,2020
7403,GM0770,2021
7404,GM0905,2010
7405,GM0905,2011
7406,GM0905,2012
7407,GM0905,2013
7408,GM0905,2014
7409,GM0905,2015
7410,GM0905,2016
7411,GM0905,2017
7412,GM0905,2018
7413,GM0905,2019
7414,GM0905,2020
7415,GM0905,2021
7416,GM1903,2010
7417,GM1903,2011
7418,GM1903,2012
7419,GM1903,2013
7420,GM1903,2014
7421,GM1903,2015
7422,GM1903,2016
7423,GM1903,2017
7424,GM1903,2018
7425,GM1903,2019
7426,GM1903,2020
7427,GM1903,2021
7428,GM0772,2010
7429,GM0772,2011
7430,GM0772,2012
7431,GM0772,2013
7432,GM0772,2014
7433,GM0772,2015
7434,GM0772,2016
7435,GM0772,2017
7436,GM0772,2018
7437,GM0772,2019
7438,GM0772,2020
7439,GM0772,2021
7440,GM0230,2010
7441,GM0230,2011
7442,GM0230,2012
7443,GM0230,2013
7444,GM0230,2014
7445,GM0230,2015
7446,GM0230,2016
7447,GM0230,2017
7448,GM0230,2018
7449,GM0230,2019
7450,GM0230,2020
7451,GM0230,2021
7452,GM0114,2010
7453,GM0114,2011
7454,GM0114,2012
7455,GM0114,2013
7456,GM0114,2014
7457,GM0114,2015
7458,GM0114,2016
7459,GM0114,2017
7460,GM0114,2018
7461,GM0114,2019
7462,GM0114,2020
7463,GM0114,2021
7464,GM0388,2010
7465,GM0388,2011
7466,GM0388,2012
7467,GM0388,2013
7468,GM0388,2014
7469,GM0388,2015
7470,GM0388,2016
7471,GM0388,2017
7472,GM0388,2018
7473,GM0388,2019
7474,GM0388,2020
7475,GM0388,2021
7476,GM0153,2010
7477,GM0153,2011
7478,GM0153,2012
7479,GM0153,2013
7480,GM0153,2014
7481,GM0153,2015
7482,GM0153,2016
7483,GM0153,2017
7484,GM0153,2018
7485,GM0153,2019
7486,GM0153,2020
7487,GM0153,2021
7488,GM0232,2010
7489,GM0232,2011
7490,GM0232,2012
7491,GM0232,2013
7492,GM0232,2014
7493,GM0232,2015
7494,GM0232,2016
7495,GM0232,2017
7496,GM0232,2018
7497,GM0232,2019
7498,GM0232,2020
7499,GM0232,2021
7500,GM0233,2010
7501,GM0233,2011
7502,GM0233,2012
7503,GM0233,2013
7504,GM0233,2014
7505,GM0233,2015
7506,GM0233,2016
7507,GM0233,2017
7508,GM0233,2018
7509,GM0233,2019
7510,GM0233,2020
7511,GM0233,2021
7512,GM0777,2010
7513,GM0777,2011
7514,GM0777,2012
7515,GM0777,2013
7516,GM0777,2014
7517,GM0777,2015
7518,GM0777,2016
7519,GM0777,2017
7520,GM0777,2018
7521,GM0777,2019
7522,GM0777,2020
7523,GM0777,2021
7524,GM1722,2010
7525,GM1722,2011
7526,GM1722,2012
7527,GM1722,2013
7528,GM1722,2014
7529,GM1722,2015
7530,GM1722,2016
7531,GM1722,2017
7532,GM1722,2018
7533,GM1722,2019
7534,GM1722,2020
7535,GM1722,2021
7536,GM0070,2010
7537,GM0070,2011
7538,GM0070,2012
7539,GM0070,2013
7540,GM0070,2014
7541,GM0070,2015
7542,GM0070,2016
7543,GM0070,2017
7544,GM0070,2018
7545,GM0070,2019
7546,GM0070,2020
7547,GM0070,2021
7548,GM1921,2010
7549,GM1921,2011
7550,GM1921,2012
7551,GM1921,2013
7552,GM1921,2014
7553,GM1921,2015
7554,GM1921,2016
7555,GM1921,2017
7556,GM1921,2018
7557,GM1921,2019
7558,GM1921,2020
7559,GM1921,2021
7560,GM1940,2010
7561,GM1940,2011
7562,GM1940,2012
7563,GM1940,2013
7564,GM1940,2014
7565,GM1940,2015
7566,GM1940,2016
7567,GM1940,2017
7568,GM1940,2018
7569,GM1940,2019
7570,GM1940,2020
7571,GM1940,2021
7572,GM0653,2010
7573,GM0653,2011
7574,GM0653,2012
7575,GM0653,2013
7576,GM0653,2014
7577,GM0653,2015
7578,GM0653,2016
7579,GM0653,2017
7580,GM0653,2018
7581,GM0653,2019
7582,GM0653,2020
7583,GM0653,2021
7584,GM0779,2010
7585,GM0779,2011
7586,GM0779,2012
7587,GM0779,2013
7588,GM0779,2014
7589,GM0779,2015
7590,GM0779,2016
7591,GM0779,2017
7592,GM0779,2018
7593,GM0779,2019
7594,GM0779,2020
7595,GM0779,2021
7596,GM0236,2010
7597,GM0236,2011
7598,GM0236,2012
7599,GM0236,2013
7600,GM0236,2014
7601,GM0236,2015
7602,GM0236,2016
7603,GM0236,2017
7604,GM0236,2018
7605,GM0236,2019
7606,GM0236,2020
7607,GM0236,2021
7608,GM1771,2010
7609,GM1771,2011
7610,GM1771,2012
7611,GM1771,2013
7612,GM1771,2014
7613,GM1771,2015
7614,GM1771,2016
7615,GM1771,2017
7616,GM1771,2018
7617,GM1771,2019
7618,GM1771,2020
7619,GM1771,2021
7620,GM1652,2010
7621,GM1652,2011
7622,GM1652,2012
7623,GM1652,2013
7624,GM1652,2014
7625,GM1652,2015
7626,GM1652,2016
7627,GM1652,2017
7628,GM1652,2018
7629,GM1652,2019
7630,GM1652,2020
7631,GM1652,2021
7632,GM0907,2010
7633,GM0907,2011
7634,GM0907,2012
7635,GM0907,2013
7636,GM0907,2014
7637,GM0907,2015
7638,GM0907,2016
7639,GM0907,2017
7640,GM0907,2018
7641,GM0907,2019
7642,GM0907,2020
7643,GM0907,2021
7644,GM0689,2010
7645,GM0689,2011
7646,GM0689,2012
7647,GM0689,2013
7648,GM0689,2014
7649,GM0689,2015
7650,GM0689,2016
7651,GM0689,2017
7652,GM0689,2018
7653,GM0689,2019
7654,GM0689,2020
7655,GM0689,2021
7656,GM0784,2010
7657,GM0784,2011
7658,GM0784,2012
7659,GM0784,2013
7660,GM0784,2014
7661,GM0784,2015
7662,GM0784,2016
7663,GM0784,2017
7664,GM0784,2018
7665,GM0784,2019
7666,GM0784,2020
7667,GM0784,2021
7668,GM0511,2010
7669,GM0511,2011
7670,GM0511,2012
7671,GM0511,2013
7672,GM0511,2014
7673,GM0511,2015
7674,GM0511,2016
7675,GM0511,2017
7676,GM0511,2018
7677,GM0511,2019
7678,GM0511,2020
7679,GM0511,2021
7680,GM1924,2010
7681,GM1924,2011
7682,GM1924,2012
7683,GM1924,2013
7684,GM1924,2014
7685,GM1924,2015
7686,GM1924,2016
7687,GM1924,2017
7688,GM1924,2018
7689,GM1924,2019
7690,GM1924,2020
7691,GM1924,2021
7692,GM0664,2010
7693,GM0664,2011
7694,GM0664,2012
7695,GM0664,2013
7696,GM0664,2014
7697,GM0664,2015
7698,GM0664,2016
7699,GM0664,2017
7700,GM0664,2018
7701,GM0664,2019
7702,GM0664,2020
7703,GM0664,2021
7704,GM0785,2010
7705,GM0785,2011
7706,GM0785,2012
7707,GM0785,2013
7708,GM0785,2014
7709,GM0785,2015
7710,GM0785,2016
7711,GM0785,2017
7712,GM0785,2018
7713,GM0785,2019
7714,GM0785,2020
7715,GM0785,2021
7716,GM1942,2010
7717,GM1942,2011
7718,GM1942,2012
7719,GM1942,2013
7720,GM1942,2014
7721,GM1942,2015
7722,GM1942,2016
7723,GM1942,2017
7724,GM1942,2018
7725,GM1942,2019
7726,GM1942,2020
7727,GM1942,2021
7728,GM0512,2010
7729,GM0512,2011
7730,GM0512,2012
7731,GM0512,2013
7732,GM0512,2014
7733,GM0512,2015
7734,GM0512,2016
7735,GM0512,2017
7736,GM0512,2018
7737,GM0512,2019
7738,GM0512,2020
7739,GM0512,2021
7740,GM0513,2010
7741,GM0513,2011
7742,GM0513,2012
7743,GM0513,2013
7744,GM0513,2014
7745,GM0513,2015
7746,GM0513,2016
7747,GM0513,2017
7748,GM0513,2018
7749,GM0513,2019
7750,GM0513,2020
7751,GM0513,2021
7752,GM0693,2010
7753,GM0693,2011
7754,GM0693,2012
7755,GM0693,2013
7756,GM0693,2014
7757,GM0693,2015
7758,GM0693,2016
7759,GM0693,2017
7760,GM0693,2018
7761,GM0693,2019
7762,GM0693,2020
7763,GM0693,2021
7764,GM0365,2010
7765,GM0365,2011
7766,GM0365,2012
7767,GM0365,2013
7768,GM0365,2014
7769,GM0365,2015
7770,GM0365,2016
7771,GM0365,2017
7772,GM0365,2018
7773,GM0365,2019
7774,GM0365,2020
7775,GM0365,2021
7776,GM0786,2010
7777,GM0786,2011
7778,GM0786,2012
7779,GM0786,2013
7780,GM0786,2014
7781,GM0786,2015
7782,GM0786,2016
7783,GM0786,2017
7784,GM0786,2018
7785,GM0786,2019
7786,GM0786,2020
7787,GM0786,2021
7788,GM0518,2010
7789,GM0518,2011
7790,GM0518,2012
7791,GM0518,2013
7792,GM0518,2014
7793,GM0518,2015
7794,GM0518,2016
7795,GM0518,2017
7796,GM0518,2018
7797,GM0518,2019
7798,GM0518,2020
7799,GM0518,2021
7800,GM0241,2010
7801,GM0241,2011
7802,GM0241,2012
7803,GM0241,2013
7804,GM0241,2014
7805,GM0241,2015
7806,GM0241,2016
7807,GM0241,2017
7808,GM0241,2018
7809,GM0241,2019
7810,GM0241,2020
7811,GM0241,2021
7812,GM0014,2010
7813,GM0014,2011
7814,GM0014,2012
7815,GM0014,2013
7816,GM0014,2014
7817,GM0014,2015
7818,GM0014,2016
7819,GM0014,2017
7820,GM0014,2018
7821,GM0014,2019
7822,GM0014,2020
7823,GM0014,2021
7824,GM0015,2010
7825,GM0015,2011
7826,GM0015,2012
7827,GM0015,2013
7828,GM0015,2014
7829,GM0015,2015
7830,GM0015,2016
7831,GM0015,2017
7832,GM0015,2018
7833,GM0015,2019
7834,GM0015,2020
7835,GM0015,2021
7836,GM1729,2010
7837,GM1729,2011
7838,GM1729,2012
7839,GM1729,2013
7840,GM1729,2014
7841,GM1729,2015
7842,GM1729,2016
7843,GM1729,2017
7844,GM1729,2018
7845,GM1729,2019
7846,GM1729,2020
7847,GM1729,2021
7848,GM0158,2010
7849,GM0158,2011
7850,GM0158,2012
7851,GM0158,2013
7852,GM0158,2014
7853,GM0158,2015
7854,GM0158,2016
7855,GM0158,2017
7856,GM0158,2018
7857,GM0158,2019
7858,GM0158,2020
7859,GM0158,2021
7860,GM0788,2010
7861,GM0788,2011
7862,GM0788,2012
7863,GM0788,2013
7864,GM0788,2014
7865,GM0788,2015
7866,GM0788,2016
7867,GM0788,2017
7868,GM0788,2018
7869,GM0788,2019
7870,GM0788,2020
7871,GM0788,2021
7872,GM0392,2010
7873,GM0392,2011
7874,GM0392,2012
7875,GM0392,2013
7876,GM0392,2014
7877,GM0392,2015
7878,GM0392,2016
7879,GM0392,2017
7880,GM0392,2018
7881,GM0392,2019
7882,GM0392,2020
7883,GM0392,2021
7884,GM0393,2010
7885,GM0393,2011
7886,GM0393,2012
7887,GM0393,2013
7888,GM0393,2014
7889,GM0393,2015
7890,GM0393,2016
7891,GM0393,2017
7892,GM0393,2018
7893,GM0393,2019
7894,GM0393,2020
7895,GM0393,2021
7896,GM0394,2010
7897,GM0394,2011
7898,GM0394,2012
7899,GM0394,2013
7900,GM0394,2014
7901,GM0394,2015
7902,GM0394,2016
7903,GM0394,2017
7904,GM0394,2018
7905,GM0394,2019
7906,GM0394,2020
7907,GM0394,2021
7908,GM1655,2010
7909,GM1655,2011
7910,GM1655,2012
7911,GM1655,2013
7912,GM1655,2014
7913,GM1655,2015
7914,GM1655,2016
7915,GM1655,2017
7916,GM1655,2018
7917,GM1655,2019
7918,GM1655,2020
7919,GM1655,2021
7920,GM0160,2010
7921,GM0160,2011
7922,GM0160,2012
7923,GM0160,2013
7924,GM0160,2014
7925,GM0160,2015
7926,GM0160,2016
7927,GM0160,2017
7928,GM0160,2018
7929,GM0160,2019
7930,GM0160,2020
7931,GM0160,2021
7932,GM0243,2010
7933,GM0243,2011
7934,GM0243,2012
7935,GM0243,2013
7936,GM0243,2014
7937,GM0243,2015
7938,GM0243,2016
7939,GM0243,2017
7940,GM0243,2018
7941,GM0243,2019
7942,GM0243,2020
7943,GM0243,2021
7944,GM0523,2010
7945,GM0523,2011
7946,GM0523,2012
7947,GM0523,2013
7948,GM0523,2014
7949,GM0523,2015
7950,GM0523,2016
7951,GM0523,2017
7952,GM0523,2018
7953,GM0523,2019
7954,GM0523,2020
7955,GM0523,2021
7956,GM0017,2010
7957,GM0017,2011
7958,GM0017,2012
7959,GM0017,2013
7960,GM0017,2014
7961,GM0017,2015
7962,GM0017,2016
7963,GM0017,2017
7964,GM0017,2018
7965,GM0017,2019
7966,GM0017,2020
7967,GM0017,2021
7968,GM0395,2010
7969,GM0395,2011
7970,GM0395,2012
7971,GM0395,2013
7972,GM0395,2014
7973,GM0395,2015
7974,GM0395,2016
7975,GM0395,2017
7976,GM0395,2018
7977,GM0395,2019
7978,GM0395,2020
7979,GM0395,2021
7980,GM0072,2010
7981,GM0072,2011
7982,GM0072,2012
7983,GM0072,2013
7984,GM0072,2014
7985,GM0072,2015
7986,GM0072,2016
7987,GM0072,2017
7988,GM0072,2018
7989,GM0072,2019
7990,GM0072,2020
7991,GM0072,2021
7992,GM0244,2010
7993,GM0244,2011
7994,GM0244,2012
7995,GM0244,2013
7996,GM0244,2014
7997,GM0244,2015
7998,GM0244,2016
7999,GM0244,2017
8000,GM0244,2018
8001,GM0244,2019
8002,GM0244,2020
8003,GM0244,2021
8004,GM0396,2010
8005,GM0396,2011
8006,GM0396,2012
8007,GM0396,2013
8008,GM0396,2014
8009,GM0396,2015
8010,GM0396,2016
8011,GM0396,2017
8012,GM0396,2018
8013,GM0396,2019
8014,GM0396,2020
8015,GM0396,2021
8016,GM0397,2010
8017,GM0397,2011
8018,GM0397,2012
8019,GM0397,2013
8020,GM0397,2014
8021,GM0397,2015
8022,GM0397,2016
8023,GM0397,2017
8024,GM0397,2018
8025,GM0397,2019
8026,GM0397,2020
8027,GM0397,2021
8028,GM0246,2010
8029,GM0246,2011
8030,GM0246,2012
8031,GM0246,2013
8032,GM0246,2014
8033,GM0246,2015
8034,GM0246,2016
8035,GM0246,2017
8036,GM0246,2018
8037,GM0246,2019
8038,GM0246,2020
8039,GM0246,2021
8040,GM0074,2010
8041,GM0074,2011
8042,GM0074,2012
8043,GM0074,2013
8044,GM0074,2014
8045,GM0074,2015
8046,GM0074,2016
8047,GM0074,2017
8048,GM0074,2018
8049,GM0074,2019
8050,GM0074,2020
8051,GM0074,2021
8052,GM0398,2010
8053,GM0398,2011
8054,GM0398,2012
8055,GM0398,2013
8056,GM0398,2014
8057,GM0398,2015
8058,GM0398,2016
8059,GM0398,2017
8060,GM0398,2018
8061,GM0398,2019
8062,GM0398,2020
8063,GM0398,2021
8064,GM0917,2010
8065,GM0917,2011
8066,GM0917,2012
8067,GM0917,2013
8068,GM0917,2014
8069,GM0917,2015
8070,GM0917,2016
8071,GM0917,2017
8072,GM0917,2018
8073,GM0917,2019
8074,GM0917,2020
8075,GM0917,2021
8076,GM1658,2010
8077,GM1658,2011
8078,GM1658,2012
8079,GM1658,2013
8080,GM1658,2014
8081,GM1658,2015
8082,GM1658,2016
8083,GM1658,2017
8084,GM1658,2018
8085,GM1658,2019
8086,GM1658,2020
8087,GM1658,2021
8088,GM0399,2010
8089,GM0399,2011
8090,GM0399,2012
8091,GM0399,2013
8092,GM0399,2014
8093,GM0399,2015
8094,GM0399,2016
8095,GM0399,2017
8096,GM0399,2018
8097,GM0399,2019
8098,GM0399,2020
8099,GM0399,2021
8100,GM0400,2010
8101,GM0400,2011
8102,GM0400,2012
8103,GM0400,2013
8104,GM0400,2014
8105,GM0400,2015
8106,GM0400,2016
8107,GM0400,2017
8108,GM0400,2018
8109,GM0400,2019
8110,GM0400,2020
8111,GM0400,2021
8112,GM0163,2010
8113,GM0163,2011
8114,GM0163,2012
8115,GM0163,2013
8116,GM0163,2014
8117,GM0163,2015
8118,GM0163,2016
8119,GM0163,2017
8120,GM0163,2018
8121,GM0163,2019
8122,GM0163,2020
8123,GM0163,2021
8124,GM0530,2010
8125,GM0530,2011
8126,GM0530,2012
8127,GM0530,2013
8128,GM0530,2014
8129,GM0530,2015
8130,GM0530,2016
8131,GM0530,2017
8132,GM0530,2018
8133,GM0530,2019
8134,GM0530,2020
8135,GM0530,2021
8136,GM0794,2010
8137,GM0794,2011
8138,GM0794,2012
8139,GM0794,2013
8140,GM0794,2014
8141,GM0794,2015
8142,GM0794,2016
8143,GM0794,2017
8144,GM0794,2018
8145,GM0794,2019
8146,GM0794,2020
8147,GM0794,2021
8148,GM0531,2010
8149,GM0531,2011
8150,GM0531,2012
8151,GM0531,2013
8152,GM0531,2014
8153,GM0531,2015
8154,GM0531,2016
8155,GM0531,2017
8156,GM0531,2018
8157,GM0531,2019
8158,GM0531,2020
8159,GM0531,2021
8160,GM0164,2010
8161,GM0164,2011
8162,GM0164,2012
8163,GM0164,2013
8164,GM0164,2014
8165,GM0164,2015
8166,GM0164,2016
8167,GM0164,2017
8168,GM0164,2018
8169,GM0164,2019
8170,GM0164,2020
8171,GM0164,2021
8172,GM0796,2010
8173,GM0796,2011
8174,GM0796,2012
8175,GM0796,2013
8176,GM0796,2014
8177,GM0796,2015
8178,GM0796,2016
8179,GM0796,2017
8180,GM0796,2018
8181,GM0796,2019
8182,GM0796,2020
8183,GM0796,2021
8184,GM0252,2010
8185,GM0252,2011
8186,GM0252,2012
8187,GM0252,2013
8188,GM0252,2014
8189,GM0252,2015
8190,GM0252,2016
8191,GM0252,2017
8192,GM0252,2018
8193,GM0252,2019
8194,GM0252,2020
8195,GM0252,2021
8196,GM0797,2010
8197,GM0797,2011
8198,GM0797,2012
8199,GM0797,2013
8200,GM0797,2014
8201,GM0797,2015
8202,GM0797,2016
8203,GM0797,2017
8204,GM0797,2018
8205,GM0797,2019
8206,GM0797,2020
8207,GM0797,2021
8208,GM0534,2010
8209,GM0534,2011
8210,GM0534,2012
8211,GM0534,2013
8212,GM0534,2014
8213,GM0534,2015
8214,GM0534,2016
8215,GM0534,2017
8216,GM0534,2018
8217,GM0534,2019
8218,GM0534,2020
8219,GM0534,2021
8220,GM0798,2010
8221,GM0798,2011
8222,GM0798,2012
8223,GM0798,2013
8224,GM0798,2014
8225,GM0798,2015
8226,GM0798,2016
8227,GM0798,2017
8228,GM0798,2018
8229,GM0798,2019
8230,GM0798,2020
8231,GM0798,2021
8232,GM0402,2010
8233,GM0402,2011
8234,GM0402,2012
8235,GM0402,2013
8236,GM0402,2014
8237,GM0402,2015
8238,GM0402,2016
8239,GM0402,2017
8240,GM0402,2018
8241,GM0402,2019
8242,GM0402,2020
8243,GM0402,2021
8244,GM1963,2010
8245,GM1963,2011
8246,GM1963,2012
8247,GM1963,2013
8248,GM1963,2014
8249,GM1963,2015
8250,GM1963,2016
8251,GM1963,2017
8252,GM1963,2018
8253,GM1963,2019
8254,GM1963,2020
8255,GM1963,2021
8256,GM1735,2010
8257,GM1735,2011
8258,GM1735,2012
8259,GM1735,2013
8260,GM1735,2014
8261,GM1735,2015
8262,GM1735,2016
8263,GM1735,2017
8264,GM1735,2018
8265,GM1735,2019
8266,GM1735,2020
8267,GM1735,2021
8268,GM1966,2010
8269,GM1966,2011
8270,GM1966,2012
8271,GM1966,2013
8272,GM1966,2014
8273,GM1966,2015
8274,GM1966,2016
8275,GM1966,2017
8276,GM1966,2018
8277,GM1966,2019
8278,GM1966,2020
8279,GM1966,2021
8280,GM1911,2010
8281,GM1911,2011
8282,GM1911,2012
8283,GM1911,2013
8284,GM1911,2014
8285,GM1911,2015
8286,GM1911,2016
8287,GM1911,2017
8288,GM1911,2018
8289,GM1911,2019
8290,GM1911,2020
8291,GM1911,2021
8292,GM0118,2010
8293,GM0118,2011
8294,GM0118,2012
8295,GM0118,2013
8296,GM0118,2014
8297,GM0118,2015
8298,GM0118,2016
8299,GM0118,2017
8300,GM0118,2018
8301,GM0118,2019
8302,GM0118,2020
8303,GM0118,2021
8304,GM0018,2010
8305,GM0018,2011
8306,GM0018,2012
8307,GM0018,2013
8308,GM0018,2014
8309,GM0018,2015
8310,GM0018,2016
8311,GM0018,2017
8312,GM0018,2018
8313,GM0018,2019
8314,GM0018,2020
8315,GM0018,2021
8316,GM0405,2010
8317,GM0405,2011
8318,GM0405,2012
8319,GM0405,2013
8320,GM0405,2014
8321,GM0405,2015
8322,GM0405,2016
8323,GM0405,2017
8324,GM0405,2018
8325,GM0405,2019
8326,GM0405,2020
8327,GM0405,2021
8328,GM1507,2010
8329,GM1507,2011
8330,GM1507,2012
8331,GM1507,2013
8332,GM1507,2014
8333,GM1507,2015
8334,GM1507,2016
8335,GM1507,2017
8336,GM1507,2018
8337,GM1507,2019
8338,GM1507,2020
8339,GM1507,2021
8340,GM0321,2010
8341,GM0321,2011
8342,GM0321,2012
8343,GM0321,2013
8344,GM0321,2014
8345,GM0321,2015
8346,GM0321,2016
8347,GM0321,2017
8348,GM0321,2018
8349,GM0321,2019
8350,GM0321,2020
8351,GM0321,2021
8352,GM0406,2010
8353,GM0406,2011
8354,GM0406,2012
8355,GM0406,2013
8356,GM0406,2014
8357,GM0406,2015
8358,GM0406,2016
8359,GM0406,2017
8360,GM0406,2018
8361,GM0406,2019
8362,GM0406,2020
8363,GM0406,2021
8364,GM0677,2010
8365,GM0677,2011
8366,GM0677,2012
8367,GM0677,2013
8368,GM0677,2014
8369,GM0677,2015
8370,GM0677,2016
8371,GM0677,2017
8372,GM0677,2018
8373,GM0677,2019
8374,GM0677,2020
8375,GM0677,2021
8376,GM0353,2010
8377,GM0353,2011
8378,GM0353,2012
8379,GM0353,2013
8380,GM0353,2014
8381,GM0353,2015
8382,GM0353,2016
8383,GM0353,2017
8384,GM0353,2018
8385,GM0353,2019
8386,GM0353,2020
8387,GM0353,2021
8388,GM1884,2010
8389,GM1884,2011
8390,GM1884,2012
8391,GM1884,2013
8392,GM1884,2014
8393,GM1884,2015
8394,GM1884,2016
8395,GM1884,2017
8396,GM1884,2018
8397,GM1884,2019
8398,GM1884,2020
8399,GM1884,2021
8400,GM0166,2010
8401,GM0166,2011
